,State,County,Risk_Score,Risk_Rating,IXP_Count,Region,Regional Electricity Demand,State Emissions Level,Utility Annual Energy Savings (MWh),SAIFI Major Events,CAIDI w/o Major Events,CAIDI w/ Major Events,Commercial Generation Rank,Total Generation Rank
441,AZ,Pima County,Unknown,Unknown,8.0,SW,Low,Moderate,Low,Low,84.8,108.6,Moderate,High
442,AZ,Pima County,Unknown,Unknown,8.0,SW,Low,Moderate,High,Low,84.8,108.6,Moderate,High
443,AZ,Pima County,Unknown,Unknown,8.0,SW,Low,Moderate,High,Low,84.8,108.6,Moderate,High
444,AZ,Pinal,93.12758510976772,Relatively Moderate,600.0,SW,Low,Moderate,High,Low,84.8,108.6,Moderate,High
445,AZ,Pinal County,Unknown,Unknown,600.0,SW,Low,Moderate,High,Low,84.8,108.6,Moderate,High
446,AZ,Santa Cruz,68.37416481069042,Relatively Low,600.0,SW,Low,Moderate,High,Low,84.8,108.6,Moderate,High
447,AZ,Santa Cruz County,Unknown,Unknown,600.0,SW,Low,Moderate,High,Low,84.8,108.6,Moderate,High
448,AZ,Yavapai,88.83232580337257,Relatively Moderate,600.0,SW,Low,Moderate,High,Low,84.8,108.6,Moderate,High
449,AZ,Yavapai County,Unknown,Unknown,600.0,SW,Low,Moderate,High,Low,84.8,108.6,Moderate,High
450,AZ,Yuma,91.66401527203308,Relatively Moderate,600.0,SW,Low,Moderate,High,Low,84.8,108.6,Moderate,High
451,AZ,Yuma County,Unknown,Unknown,600.0,SW,Low,Moderate,High,Low,84.8,108.6,Moderate,High
452,CA,Alameda,99.87273305758828,Very High,23166.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
453,CA,Alameda County,Unknown,Unknown,23166.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
454,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
455,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
456,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
457,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
458,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
459,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
460,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
461,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
462,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
463,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
464,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
465,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
466,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
467,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
468,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
469,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
470,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
471,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
472,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
473,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
474,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
475,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
476,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
477,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
478,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
479,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
480,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
481,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
482,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
483,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
484,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
485,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
486,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
487,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
488,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
489,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
490,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
491,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
492,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
493,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
494,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
495,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
496,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
497,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
498,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
499,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
500,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
501,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
502,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
503,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
504,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
505,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
506,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
507,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
508,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
509,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
510,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
511,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
512,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
513,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
514,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
515,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
516,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
517,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
518,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
519,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
520,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
521,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
522,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
523,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
524,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
525,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
526,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
527,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
528,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
529,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
530,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
531,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
532,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
533,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
534,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
535,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
536,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
537,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
538,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
539,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
540,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
541,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
542,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
543,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
544,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
545,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
546,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
547,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
548,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
549,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
550,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
551,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
552,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
553,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
554,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
555,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
556,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
557,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
558,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
559,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
560,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
561,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
562,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
563,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
564,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
565,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
566,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
567,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
568,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
569,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
570,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
571,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
572,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
573,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
574,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
575,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
576,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
577,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
578,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
579,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
580,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
581,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
582,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
583,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
584,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
585,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
586,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
587,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
588,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
589,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
590,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
591,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
592,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
593,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
594,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
595,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
596,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
597,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
598,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
599,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
600,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
601,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
602,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
603,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
604,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
605,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
606,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
607,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
608,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
609,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
610,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
611,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
612,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
613,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
614,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
615,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
616,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
617,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
618,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
619,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
620,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
621,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
622,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
623,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
624,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
625,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
626,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
627,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
628,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
629,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
630,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
631,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
632,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
633,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
634,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
635,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
636,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
637,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
638,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
639,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
640,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,High,Moderate,140.0,248.1,High,High
641,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
642,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
643,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
644,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
645,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
646,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
647,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
648,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
649,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
650,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
651,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Low,Moderate,140.0,248.1,High,High
652,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
653,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
654,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
655,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
656,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
657,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
658,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
659,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
660,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
661,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
662,CA,Alameda County,Unknown,Unknown,27.0,CAL,Moderate,High,Moderate,Moderate,140.0,248.1,High,High
