,County,City,State,Geog_Area_Type,Gigabit_Fiber_Coverage,Business_Density
39885,Murray County,Murray,GA,Total,Limited,Moderate
39915,Muscogee County,Muscogee,GA,Total,Moderate,High
39945,Newton County,Newton,GA,Total,Moderate,Moderate
39975,Oconee County,Oconee,GA,Total,Limited,Moderate
40005,Oglethorpe County,Oglethorpe,GA,Total,Limited,Low
40035,Paulding County,Paulding,GA,Total,Good,High
40065,Peach County,Peach,GA,Total,Moderate,Low
40095,Pickens County,Pickens,GA,Total,Moderate,Moderate
40125,Pierce County,Pierce,GA,Total,Good,Low
40155,Pike County,Pike,GA,Total,Good,Low
40185,Polk County,Polk,GA,Total,Limited,Moderate
40215,Pulaski County,Pulaski,GA,Total,Excellent,Low
40245,Putnam County,Putnam,GA,Total,Excellent,Moderate
40275,Quitman County,Quitman,GA,Total,Limited,Low
40305,Rabun County,Rabun,GA,Total,Limited,Low
40335,Randolph County,Randolph,GA,Total,Good,Low
40365,Richmond County,Richmond,GA,Total,Limited,High
40395,Rockdale County,Rockdale,GA,Total,Moderate,Moderate
40425,Schley County,Schley,GA,Total,Moderate,Low
40455,Screven County,Screven,GA,Total,Moderate,Low
40485,Seminole County,Seminole,GA,Total,Moderate,Low
40515,Spalding County,Spalding,GA,Total,Good,Moderate
40545,Stephens County,Stephens,GA,Total,Moderate,Low
40575,Stewart County,Stewart,GA,Total,Limited,Low
40605,Sumter County,Sumter,GA,Total,Moderate,Moderate
40635,Talbot County,Talbot,GA,Total,Limited,Low
40665,Taliaferro County,Taliaferro,GA,Total,Excellent,Low
40695,Tattnall County,Tattnall,GA,Total,Moderate,Low
40725,Taylor County,Taylor,GA,Total,Moderate,Low
40755,Telfair County,Telfair,GA,Total,Moderate,Low
40785,Terrell County,Terrell,GA,Total,Moderate,Low
40815,Thomas County,Thomas,GA,Total,Limited,Moderate
40845,Tift County,Tift,GA,Total,Limited,Moderate
40875,Toombs County,Toombs,GA,Total,Excellent,Low
40905,Towns County,Towns,GA,Total,Moderate,Low
40935,Treutlen County,Treutlen,GA,Total,Excellent,Low
40965,Troup County,Troup,GA,Total,Limited,Moderate
40995,Turner County,Turner,GA,Total,Excellent,Low
41025,Twiggs County,Twiggs,GA,Total,Moderate,Low
41055,Union County,Union,GA,Total,Moderate,Moderate
41085,Upson County,Upson,GA,Total,Excellent,Low
41115,Walker County,Walker,GA,Total,Moderate,Moderate
41145,Walton County,Walton,GA,Total,Moderate,Moderate
41175,Ware County,Ware,GA,Total,Limited,Moderate
41205,Warren County,Warren,GA,Total,Limited,Low
41235,Washington County,Washington,GA,Total,Good,Low
41265,Wayne County,Wayne,GA,Total,Limited,Low
41295,Webster County,Webster,GA,Total,Limited,Low
41325,Wheeler County,Wheeler,GA,Total,Moderate,Low
41355,White County,White,GA,Total,Excellent,Moderate
41385,Whitfield County,Whitfield,GA,Total,Good,Moderate
41415,Wilcox County,Wilcox,GA,Total,Good,Low
41445,Wilkes County,Wilkes,GA,Total,Excellent,Low
41475,Wilkinson County,Wilkinson,GA,Total,Limited,Low
41505,Worth County,Worth,GA,Total,Moderate,Low
41535,Hawaii County,Hawaii,HI,Total,Limited,High
41565,Honolulu County,Honolulu,HI,Total,Limited,High
41595,Kalawao County,Kalawao,HI,Total,Limited,Low
41625,Kauai County,Kauai,HI,Total,Limited,Moderate
41655,Maui County,Maui,HI,Total,Limited,High
41685,Ada County,Ada,ID,Total,Limited,High
41715,Adams County,Adams,ID,Total,Limited,Low
41745,Bannock County,Bannock,ID,Total,Excellent,Moderate
41775,Bear Lake County,Bear Lake,ID,Total,Good,Low
41805,Benewah County,Benewah,ID,Total,Limited,Low
41835,Bingham County,Bingham,ID,Total,Good,Moderate
41865,Blaine County,Blaine,ID,Total,Limited,Moderate
41895,Boise County,Boise,ID,Total,Limited,Low
41925,Bonner County,Bonner,ID,Total,Moderate,Moderate
41955,Bonneville County,Bonneville,ID,Total,Excellent,High
41985,Boundary County,Boundary,ID,Total,Moderate,Low
42015,Butte County,Butte,ID,Total,Moderate,Low
42045,Camas County,Camas,ID,Total,Limited,Low
42075,Canyon County,Canyon,ID,Total,Limited,High
42105,Caribou County,Caribou,ID,Total,Moderate,Low
42135,Cassia County,Cassia,ID,Total,Good,Low
42165,Clark County,Clark,ID,Total,Limited,Low
42195,Clearwater County,Clearwater,ID,Total,Moderate,Low
42225,Custer County,Custer,ID,Total,Moderate,Low
42255,Elmore County,Elmore,ID,Total,Limited,Low
42285,Franklin County,Franklin,ID,Total,Moderate,Low
42315,Fremont County,Fremont,ID,Total,Moderate,Low
42345,Gem County,Gem,ID,Total,Limited,Low
42375,Gooding County,Gooding,ID,Total,Limited,Low
42405,Idaho County,Idaho,ID,Total,Limited,Low
42435,Jefferson County,Jefferson,ID,Total,Moderate,Low
42465,Jerome County,Jerome,ID,Total,Moderate,Low
42495,Kootenai County,Kootenai,ID,Total,Good,High
42525,Latah County,Latah,ID,Total,Moderate,Moderate
42555,Lemhi County,Lemhi,ID,Total,Limited,Low
42585,Lewis County,Lewis,ID,Total,Limited,Low
42615,Lincoln County,Lincoln,ID,Total,Limited,Low
42645,Madison County,Madison,ID,Total,Excellent,Moderate
42675,Minidoka County,Minidoka,ID,Total,Moderate,Low
42705,Nez Perce County,Nez Perce,ID,Total,Limited,Moderate
42735,Oneida County,Oneida,ID,Total,Excellent,Low
42765,Owyhee County,Owyhee,ID,Total,Limited,Low
42795,Payette County,Payette,ID,Total,Moderate,Low
42825,Power County,Power,ID,Total,Good,Low
42855,Shoshone County,Shoshone,ID,Total,Moderate,Low
42885,Teton County,Teton,ID,Total,Good,Low
42915,Twin Falls County,Twin Falls,ID,Total,Moderate,Moderate
42945,Valley County,Valley,ID,Total,Limited,Low
42975,Washington County,Washington,ID,Total,Limited,Low
43005,Adams County,Adams,IL,Total,Excellent,Moderate
43035,Alexander County,Alexander,IL,Total,Limited,Low
43065,Bond County,Bond,IL,Total,Limited,Low
43095,Boone County,Boone,IL,Total,Limited,Moderate
43125,Brown County,Brown,IL,Total,Good,Low
43155,Bureau County,Bureau,IL,Total,Moderate,Moderate
43185,Calhoun County,Calhoun,IL,Total,Moderate,Low
43215,Carroll County,Carroll,IL,Total,Moderate,Low
43245,Cass County,Cass,IL,Total,Good,Low
43275,Champaign County,Champaign,IL,Total,Good,High
43305,Christian County,Christian,IL,Total,Good,Moderate
43335,Clark County,Clark,IL,Total,Good,Low
43365,Clay County,Clay,IL,Total,Excellent,Low
43395,Clinton County,Clinton,IL,Total,Limited,Moderate
43425,Coles County,Coles,IL,Total,Limited,Moderate
43455,Cook County,Cook,IL,Total,Moderate,High
43485,Crawford County,Crawford,IL,Total,Limited,Low
43515,Cumberland County,Cumberland,IL,Total,Moderate,Low
43545,DeKalb County,DeKalb,IL,Total,Good,Moderate
43575,De Witt County,De Witt,IL,Total,Good,Low
43605,Douglas County,Douglas,IL,Total,Limited,Low
43635,DuPage County,DuPage,IL,Total,Limited,High
43665,Edgar County,Edgar,IL,Total,Moderate,Low
43695,Edwards County,Edwards,IL,Total,Moderate,Low
43725,Effingham County,Effingham,IL,Total,Moderate,Moderate
43755,Fayette County,Fayette,IL,Total,Limited,Low
43785,Ford County,Ford,IL,Total,Limited,Low
43815,Franklin County,Franklin,IL,Total,Limited,Moderate
43845,Fulton County,Fulton,IL,Total,Good,Moderate
43875,Gallatin County,Gallatin,IL,Total,Limited,Low
43905,Greene County,Greene,IL,Total,Limited,Low
43935,Grundy County,Grundy,IL,Total,Good,Moderate
43965,Hamilton County,Hamilton,IL,Total,Moderate,Low
43995,Hancock County,Hancock,IL,Total,Good,Low
44025,Hardin County,Hardin,IL,Total,Limited,Low
44055,Henderson County,Henderson,IL,Total,Good,Low
44085,Henry County,Henry,IL,Total,Good,Moderate
44115,Iroquois County,Iroquois,IL,Total,Limited,Moderate
44145,Jackson County,Jackson,IL,Total,Limited,Moderate
44175,Jasper County,Jasper,IL,Total,Moderate,Low
44205,Jefferson County,Jefferson,IL,Total,Limited,Moderate
44235,Jersey County,Jersey,IL,Total,Limited,Low
44265,Jo Daviess County,Jo Daviess,IL,Total,Good,Moderate
44295,Johnson County,Johnson,IL,Total,Moderate,Low
44325,Kane County,Kane,IL,Total,Moderate,High
44355,Kankakee County,Kankakee,IL,Total,Limited,High
44385,Kendall County,Kendall,IL,Total,Good,High
44415,Knox County,Knox,IL,Total,Excellent,Moderate
44445,Lake County,Lake,IL,Total,Limited,High
44475,LaSalle County,LaSalle,IL,Total,Moderate,High
44505,Lawrence County,Lawrence,IL,Total,Limited,Low
44535,Lee County,Lee,IL,Total,Moderate,Moderate
44565,Livingston County,Livingston,IL,Total,Limited,Moderate
44595,Logan County,Logan,IL,Total,Good,Low
44625,McDonough County,McDonough,IL,Total,Moderate,Moderate
44655,McHenry County,McHenry,IL,Total,Limited,High
44685,McLean County,McLean,IL,Total,Good,High
44715,Macon County,Macon,IL,Total,Limited,High
44745,Macoupin County,Macoupin,IL,Total,Limited,Moderate
44775,Madison County,Madison,IL,Total,Limited,High
44805,Marion County,Marion,IL,Total,Moderate,Moderate
44835,Marshall County,Marshall,IL,Total,Limited,Low
44865,Mason County,Mason,IL,Total,Good,Low
44895,Massac County,Massac,IL,Total,Moderate,Low
44925,Menard County,Menard,IL,Total,Good,Low
44955,Mercer County,Mercer,IL,Total,Limited,Low
44985,Monroe County,Monroe,IL,Total,Moderate,Moderate
45015,Montgomery County,Montgomery,IL,Total,Moderate,Moderate
45045,Morgan County,Morgan,IL,Total,Good,Moderate
45075,Moultrie County,Moultrie,IL,Total,Limited,Low
45105,Ogle County,Ogle,IL,Total,Limited,Moderate
45135,Peoria County,Peoria,IL,Total,Good,High
45165,Perry County,Perry,IL,Total,Limited,Low
45195,Piatt County,Piatt,IL,Total,Good,Low
45225,Pike County,Pike,IL,Total,Moderate,Low
45255,Pope County,Pope,IL,Total,Limited,Low
45285,Pulaski County,Pulaski,IL,Total,Limited,Low
45315,Putnam County,Putnam,IL,Total,Limited,Low
45345,Randolph County,Randolph,IL,Total,Limited,Moderate
45375,Richland County,Richland,IL,Total,Limited,Low
45405,Rock Island County,Rock Island,IL,Total,Excellent,High
45435,St. Clair County,St. Clair,IL,Total,Limited,High
45465,Saline County,Saline,IL,Total,Moderate,Low
45495,Sangamon County,Sangamon,IL,Total,Good,High
45525,Schuyler County,Schuyler,IL,Total,Good,Low
45555,Scott County,Scott,IL,Total,Moderate,Low
45585,Shelby County,Shelby,IL,Total,Limited,Low
45615,Stark County,Stark,IL,Total,Good,Low
45645,Stephenson County,Stephenson,IL,Total,Limited,Moderate
45675,Tazewell County,Tazewell,IL,Total,Good,High
45705,Union County,Union,IL,Total,Limited,Low
45735,Vermilion County,Vermilion,IL,Total,Limited,Moderate
45765,Wabash County,Wabash,IL,Total,Limited,Low
45795,Warren County,Warren,IL,Total,Moderate,Low
45825,Washington County,Washington,IL,Total,Limited,Low
45855,Wayne County,Wayne,IL,Total,Good,Low
45885,White County,White,IL,Total,Limited,Low
45915,Whiteside County,Whiteside,IL,Total,Good,Moderate
45945,Will County,Will,IL,Total,Limited,High
45975,Williamson County,Williamson,IL,Total,Moderate,Moderate
46005,Winnebago County,Winnebago,IL,Total,Moderate,High
46035,Woodford County,Woodford,IL,Total,Limited,Moderate
46065,Adams County,Adams,IN,Total,Moderate,Moderate
46095,Allen County,Allen,IN,Total,Limited,High
46125,Bartholomew County,Bartholomew,IN,Total,Moderate,Moderate
46155,Benton County,Benton,IN,Total,Limited,Low
46185,Blackford County,Blackford,IN,Total,Limited,Low
46215,Boone County,Boone,IN,Total,Good,Moderate
46245,Brown County,Brown,IN,Total,Good,Low
46275,Carroll County,Carroll,IN,Total,Limited,Low
46305,Cass County,Cass,IN,Total,Moderate,Moderate
46335,Clark County,Clark,IN,Total,Moderate,High
46365,Clay County,Clay,IN,Total,Moderate,Low
46395,Clinton County,Clinton,IN,Total,Moderate,Moderate
46425,Crawford County,Crawford,IN,Total,Limited,Low
46455,Daviess County,Daviess,IN,Total,Excellent,Moderate
46485,Dearborn County,Dearborn,IN,Total,Excellent,Moderate
46515,Decatur County,Decatur,IN,Total,Limited,Low
46545,DeKalb County,DeKalb,IN,Total,Good,Moderate
46575,Delaware County,Delaware,IN,Total,Limited,High
46605,Dubois County,Dubois,IN,Total,Good,Moderate
46635,Elkhart County,Elkhart,IN,Total,Good,High
46665,Fayette County,Fayette,IN,Total,Good,Low
46695,Floyd County,Floyd,IN,Total,Moderate,Moderate
46725,Fountain County,Fountain,IN,Total,Moderate,Low
46755,Franklin County,Franklin,IN,Total,Limited,Low
46785,Fulton County,Fulton,IN,Total,Excellent,Low
46815,Gibson County,Gibson,IN,Total,Limited,Moderate
46845,Grant County,Grant,IN,Total,Moderate,Moderate
46875,Greene County,Greene,IN,Total,Limited,Moderate
46905,Hamilton County,Hamilton,IN,Total,Excellent,High
46935,Hancock County,Hancock,IN,Total,Good,Moderate
46965,Harrison County,Harrison,IN,Total,Limited,Moderate
46995,Hendricks County,Hendricks,IN,Total,Moderate,High
47025,Henry County,Henry,IN,Total,Good,Moderate
47055,Howard County,Howard,IN,Total,Limited,Moderate
47085,Huntington County,Huntington,IN,Total,Excellent,Moderate
47115,Jackson County,Jackson,IN,Total,Excellent,Moderate
47145,Jasper County,Jasper,IN,Total,Limited,Moderate
47175,Jay County,Jay,IN,Total,Moderate,Low
47205,Jefferson County,Jefferson,IN,Total,Good,Moderate
47235,Jennings County,Jennings,IN,Total,Good,Low
47265,Johnson County,Johnson,IN,Total,Excellent,High
47295,Knox County,Knox,IN,Total,Good,Moderate
47325,Kosciusko County,Kosciusko,IN,Total,Good,Moderate
47355,LaGrange County,LaGrange,IN,Total,Good,Moderate
47385,Lake County,Lake,IN,Total,Limited,High
47415,LaPorte County,LaPorte,IN,Total,Moderate,High
47445,Lawrence County,Lawrence,IN,Total,Limited,Moderate
47475,Madison County,Madison,IN,Total,Limited,High
47505,Marion County,Marion,IN,Total,Good,High
47535,Marshall County,Marshall,IN,Total,Good,Moderate
47565,Martin County,Martin,IN,Total,Good,Low
47595,Miami County,Miami,IN,Total,Limited,Moderate
47625,Monroe County,Monroe,IN,Total,Moderate,High
47655,Montgomery County,Montgomery,IN,Total,Excellent,Moderate
47685,Morgan County,Morgan,IN,Total,Good,Moderate
47715,Newton County,Newton,IN,Total,Good,Low
47745,Noble County,Noble,IN,Total,Good,Moderate
47775,Ohio County,Ohio,IN,Total,Excellent,Low
47805,Orange County,Orange,IN,Total,Excellent,Low
47835,Owen County,Owen,IN,Total,Good,Low
47865,Parke County,Parke,IN,Total,Limited,Low
47895,Perry County,Perry,IN,Total,Excellent,Low
47925,Pike County,Pike,IN,Total,Limited,Low
47955,Porter County,Porter,IN,Total,Limited,High
47985,Posey County,Posey,IN,Total,Limited,Low
48015,Pulaski County,Pulaski,IN,Total,Moderate,Low
48045,Putnam County,Putnam,IN,Total,Good,Moderate
48075,Randolph County,Randolph,IN,Total,Limited,Low
48105,Ripley County,Ripley,IN,Total,Good,Low
48135,Rush County,Rush,IN,Total,Limited,Low
48165,St. Joseph County,St. Joseph,IN,Total,Good,High
48195,Scott County,Scott,IN,Total,Good,Low
48225,Shelby County,Shelby,IN,Total,Moderate,Moderate
48255,Spencer County,Spencer,IN,Total,Good,Low
48285,Starke County,Starke,IN,Total,Moderate,Low
48315,Steuben County,Steuben,IN,Total,Limited,Moderate
48345,Sullivan County,Sullivan,IN,Total,Moderate,Low
48375,Switzerland County,Switzerland,IN,Total,Excellent,Low
48405,Tippecanoe County,Tippecanoe,IN,Total,Excellent,High
48435,Tipton County,Tipton,IN,Total,Moderate,Low
48465,Union County,Union,IN,Total,Limited,Low
48495,Vanderburgh County,Vanderburgh,IN,Total,Good,High
48525,Vermillion County,Vermillion,IN,Total,Limited,Low
48555,Vigo County,Vigo,IN,Total,Moderate,High
48585,Wabash County,Wabash,IN,Total,Excellent,Moderate
48615,Warren County,Warren,IN,Total,Limited,Low
48645,Warrick County,Warrick,IN,Total,Moderate,Moderate
48675,Washington County,Washington,IN,Total,Good,Low
48705,Wayne County,Wayne,IN,Total,Limited,Moderate
48735,Wells County,Wells,IN,Total,Good,Low
48765,White County,White,IN,Total,Good,Moderate
48795,Whitley County,Whitley,IN,Total,Moderate,Moderate
48825,Adair County,Adair,IA,Total,Limited,Low
48855,Adams County,Adams,IA,Total,Limited,Low
48885,Allamakee County,Allamakee,IA,Total,Moderate,Low
48915,Appanoose County,Appanoose,IA,Total,Moderate,Low
48945,Audubon County,Audubon,IA,Total,Good,Low
48975,Benton County,Benton,IA,Total,Good,Low
49005,Black Hawk County,Black Hawk,IA,Total,Good,High
49035,Boone County,Boone,IA,Total,Moderate,Low
49065,Bremer County,Bremer,IA,Total,Excellent,Low
49095,Buchanan County,Buchanan,IA,Total,Good,Low
49125,Buena Vista County,Buena Vista,IA,Total,Limited,Low
49155,Butler County,Butler,IA,Total,Good,Low
49185,Calhoun County,Calhoun,IA,Total,Good,Low
49215,Carroll County,Carroll,IA,Total,Excellent,Low
49245,Cass County,Cass,IA,Total,Moderate,Low
49275,Cedar County,Cedar,IA,Total,Good,Low
49305,Cerro Gordo County,Cerro Gordo,IA,Total,Excellent,Moderate
49335,Cherokee County,Cherokee,IA,Total,Good,Low
49365,Chickasaw County,Chickasaw,IA,Total,Good,Low
49395,Clarke County,Clarke,IA,Total,Moderate,Low
49425,Clay County,Clay,IA,Total,Moderate,Low
49455,Clayton County,Clayton,IA,Total,Limited,Low
49485,Clinton County,Clinton,IA,Total,Limited,Moderate
49515,Crawford County,Crawford,IA,Total,Moderate,Low
49545,Dallas County,Dallas,IA,Total,Good,High
49575,Davis County,Davis,IA,Total,Excellent,Low
49605,Decatur County,Decatur,IA,Total,Excellent,Low
49635,Delaware County,Delaware,IA,Total,Moderate,Low
49665,Des Moines County,Des Moines,IA,Total,Limited,Moderate
49695,Dickinson County,Dickinson,IA,Total,Limited,Moderate
49725,Dubuque County,Dubuque,IA,Total,Limited,Moderate
49755,Emmet County,Emmet,IA,Total,Limited,Low
49785,Fayette County,Fayette,IA,Total,Moderate,Low
49815,Floyd County,Floyd,IA,Total,Moderate,Low
49845,Franklin County,Franklin,IA,Total,Good,Low
49875,Fremont County,Fremont,IA,Total,Moderate,Low
49905,Greene County,Greene,IA,Total,Good,Low
49935,Grundy County,Grundy,IA,Total,Limited,Low
49965,Guthrie County,Guthrie,IA,Total,Good,Low
49995,Hamilton County,Hamilton,IA,Total,Limited,Low
50025,Hancock County,Hancock,IA,Total,Excellent,Low
50055,Hardin County,Hardin,IA,Total,Good,Low
50085,Harrison County,Harrison,IA,Total,Limited,Low
50115,Henry County,Henry,IA,Total,Moderate,Low
50145,Howard County,Howard,IA,Total,Good,Low
50175,Humboldt County,Humboldt,IA,Total,Good,Low
50205,Ida County,Ida,IA,Total,Limited,Low
50235,Iowa County,Iowa,IA,Total,Good,Low
50265,Jackson County,Jackson,IA,Total,Good,Low
50295,Jasper County,Jasper,IA,Total,Good,Moderate
50325,Jefferson County,Jefferson,IA,Total,Good,Low
50355,Johnson County,Johnson,IA,Total,Good,High
50385,Jones County,Jones,IA,Total,Good,Low
50415,Keokuk County,Keokuk,IA,Total,Moderate,Low
50445,Kossuth County,Kossuth,IA,Total,Moderate,Low
50475,Lee County,Lee,IA,Total,Limited,Moderate
50505,Linn County,Linn,IA,Total,Limited,High
50535,Louisa County,Louisa,IA,Total,Limited,Low
50565,Lucas County,Lucas,IA,Total,Moderate,Low
50595,Lyon County,Lyon,IA,Total,Moderate,Low
50625,Madison County,Madison,IA,Total,Limited,Low
50655,Mahaska County,Mahaska,IA,Total,Good,Low
50685,Marion County,Marion,IA,Total,Moderate,Moderate
50715,Marshall County,Marshall,IA,Total,Moderate,Moderate
50745,Mills County,Mills,IA,Total,Good,Low
50775,Mitchell County,Mitchell,IA,Total,Moderate,Low
50805,Monona County,Monona,IA,Total,Limited,Low
50835,Monroe County,Monroe,IA,Total,Limited,Low
50865,Montgomery County,Montgomery,IA,Total,Good,Low
50895,Muscatine County,Muscatine,IA,Total,Moderate,Moderate
50925,O'Brien County,O'Brien,IA,Total,Limited,Low
50955,Osceola County,Osceola,IA,Total,Limited,Low
50985,Page County,Page,IA,Total,Excellent,Low
51015,Palo Alto County,Palo Alto,IA,Total,Limited,Low
51045,Plymouth County,Plymouth,IA,Total,Limited,Low
51075,Pocahontas County,Pocahontas,IA,Total,Limited,Low
51105,Polk County,Polk,IA,Total,Good,High
51135,Pottawattamie County,Pottawattamie,IA,Total,Moderate,Moderate
